5559		35731.38281		4
5753		34751.46094		4
971		32266.01367		1
3557		32189.76367		1
2670		32137.33398		1
967		32077.12695		1
1289		31922.30859		1
3545		31803.36133		1
3561		31797.4668		1
970		31794.5918		1
3577		31766.08594		1
3556		31714.91016		1
2669		31694.0293		1
3581		31649.68945		1
2674		31606.69922		1
966		31601.1582		1
2673		31588.11133		1
3549		31579.95703		1
2665		31560.18945		1
3573		31445.77148		1
969		31431.76758		1
2666		31419.91016		1
3555		31419.4707		1
3560		31408.82617		1
2675		31348.96484		1
3438		31333.60742		1
3554		31317.85742		1
968		31301.47266		1
3565		31242.85547		1
3544		31235.64258		1
3470		31215.67773		1
2677		31194.68945		1
2667		31180.48828		1
3576		31178.13281		1
3583		31176.12695		1
2662		31161.71875		1
3437		31160.53516		1
2678		31158.07617		1
3559		31134.53711		1
2661		31133.15625		1
3580		31124.49023		1
2679		31107.99609		1
3553		31102.76563		1
2671		31099.38086		1
3558		31069.75391		1
3548		31020.72852		1
2248		30999.5957		1
979		30990.52734		1
2244		30984.1582		1
3582		30983.84766		1
1288		30924.05078		1
1809		30904.32813		1
2245		30900.2793		1
3543		30896.98633		1
2249		30888.68555		1
3564		30865.29883		1
3542		30849.27734		1
3572		30843.2793		1
3575		30820.04883		1
3569		30819.99805		1
2240		30818		1
3471		30802.8125		1
2241		30787.25195		1
1810		30744.25586		1
3574		30737.56641		1
3436		30712.74805		1
3547		30694.46289		1
2663		30689.77539		1
3546		30680.50781		1
2658		30672.91797		1
3435		30662.46094		1
2681		30654.1875		1
2682		30649.4707		1
1813		30646.26172		1
3579		30643.75		1
2657		30624.56445		1
2683		30618.70508		1
3563		30601.67969		1
3562		30601.46094		1
3541		30555.67188		1
3552		30554.21289		1
3467		30552.42773		1
2237		30543.50195		1
2236		30497.11914		1
2680		30491.53516		1
3434		30479.20117		1
1814		30462.34961		1
2676		30461.82617		1
3571		30445.78516		1
3537		30407.97461		1
978		30394.01563		1
3426		30392.36914		1
3578		30373.44336		1
3570		30318.94531		1
3459		30260.30859		1
2684		30249.03125		1
3550		30244.47656		1
3551		30233.29883		1
3425		30232.97461		1
1287		30218.83008		1
1817		30216.14258		1
3568		30212.49609		1
2233		30208.66211		1
3432		30173.02148		1
3468		30138.70898		1
2659		30130.94727		1
2654		30108.36523		1
987		30108.26758		1
2672		30105.20703		1
3540		30105.00781		1
2280		30085.91797		1
2232		30083.83984		1
3464		30065.29883		1
3472		30052.56445		1
3402		30029.04688		1
3433		30024.19922		1
1818		30021.05469		1
3431		30009.14453		1
2276		30007.30469		1
1851		29997.30078		1
2281		29986.18359		1
2687		29976.98242		1
2277		29972.85938		1
2685		29946.99609		1
5560		29925.33398		4
3538		29923.19531		1
3429		29922.13281		1
2686		29913.9375		1
975		29892.54102		1
3539		29860.48438		1
2229		29858.59961		1
3536		29852.18945		1
3423		29847.375		1
1852		29845.99414		1
2668		29845.72461		1
2653		29838.26563		1
2228		29823.83984		1
1808		29823.4375		1
2688		29818.54492		1
3424		29811.14844		1
977		29811.12109		1
3460		29810.9082		1
2273		29794.02344		1
3428		29791.0332		1
3567		29787.88867		1
1812		29782.26367		1
956		29765.39258		1
1855		29758.11133		1
2272		29753.93555		1
1069		29746.03711		3
3457		29738.29297		1
2247		29735.64063		1
1073		29728.5293		3
2224		29701.57422		1
1074		29675.64453		3
3422		29673.79688		1
2655		29660.46289		1
3465		29651.41797		1
1070		29651.00391		3
7629		29640		1
3533		29631.39453		1
3414		29621.74023		1
1821		29618.6582		1
4521		29581.44336		3
1816		29580.74805		1
3430		29579.49414		1
3566		29565.11719		1
3534		29564.12891		1
1856		29548.57813		1
1078		29540.28711		3
3535		29533.20508		1
2279		29519.26953		1
1077		29511.93555		3
2651		29499.12695		1
2243		29487.9043		1
3529		29480.15039		1
3448		29479.88086		1
1850		29474.52344		1
976		29473.55273		1
3413		29471.57031		1
4524		29468.28906		3
2225		29457.79492		1
1822		29436.42188		1
2269		29432.32422		1
3420		29427.14063		1
3469		29422.37305		1
2275		29419.99609		1
4526		29419.37305		3
2647		29391.00977		1
1072		29385.35938		3
3427		29377.69727		1
1029		29377.18359		3
1859		29375.44531		1
986		29373.98242		1
1021		29362.25977		3
1022		29360.14063		3
3462		29334.19336		1
3401		29332.06055		1
2650		29318.17578		1
2664		29317.79883		1
3458		29317.23633		1
2268		29309.58984		1
974		29296.76367		1
1854		29295.54492		1
3419		29281.83398		1
3454		29280.81641		1
1030		29279.83398		3
4518		29277.65039		3
1023		29270.78906		3
1015		29257.68359		3
1014		29256.7793		3
2250		29255.99609		1
3421		29239.26563		1
4520		29237.87109		3
1028		29222.89453		3
1811		29214.67969		1
2246		29214.13867		1
3532		29208.77539		1
4444		29203.88281		3
2692		29195.27734		1
1017		29194.86523		3
3417		29194.12891		1
4523		29193.01563		3
4440		29185.74805		3
1820		29183.35938		1
1020		29182.83789		3
1076		29173.50586		3
2691		29167.96484		1
2271		29162.01953		1
3398		29154.43555		1
4439		29154.25		3
4443		29142.20117		3
1013		29133.7168		3
2239		29120.16406		1
1016		29112.02539		3
2310		29106.80273		1
1081		29098.06836		3
1860		29092.97852		1
2242		29090.47461		1
2306		29089.86523		1
3390		29085.32227		1
1815		29085.09961		1
3416		29057.24414		1
3412		29051.57227		1
2311		29041.43359		1
2689		29040.04883		1
2690		29038.11328		1
3461		29036.58203		1
3451		29035.13672		1
4436		29032.78125		3
3411		29030.98438		1
1082		29029.99023		3
3449		29026.92188		1
5561		29024.16797		4
4435		29023.2207		3
4456		29015.15625		3
3530		29012.79492		1
1007		29006.33203		3
1008		28993.79102		3
3483		28986.01758		1
1879		28985.31836		1
1858		28978.99219		1
3531		28972.0293		1
1031		28968.45117		3
1878		28967.64844		1
3528		28952.26563		1
4453		28950.24414		3
5754		28937.91797		4
2307		28931.02539		1
4517		28927.05664		3
3466		28925.9082		1
6505		28925.27539		3
1009		28916.08984		3
1880		28913.97656		1
4438		28911.43555		3
2302		28906.60938		1
4442		28905.36914		3
938		28897.75391		1
995		28896.61328		1
3445		28896.23047		1
1027		28895.71289		3
2238		28892.50195		1
3400		28891.59766		1
4416		28886.3457		3
3410		28875.99609		1
2265		28860.78711		1
1825		28855.36914		1
1819		28854.55859		1
1006		28850.91406		3
3455		28849.36914		1
4525		28844.38867		3
1863		28839.26563		1
3418		28837.79883		1
973		28829.1582		1
4420		28815.75391		3
1019		28812.80664		3
1071		28807.99609		3
1080		28804.9043		3
1012		28797.86328		3
1883		28779.83789		1
4522		28779.64844		3
1884		28777.45313		1
1881		28770.96289		1
2267		28760.07031		1
1826		28741.66211		1
4431		28740.68359		3
2649		28735.39258		1
4404		28728.28516		3
3399		28724.72461		1
4519		28724.52734		3
2308		28724.45117		1
985		28720.33398		1
4434		28717.94141		3
3336		28714.58203		1
4450		28713.75		3
2312		28704.50195		1
1024		28692.72656		3
4515		28691.67578		3
4432		28686.27734		3
2264		28682.77344		1
2660		28682.57031		1
1882		28676.31641		1
1885		28667.31836		1
2235		28666.37109		1
3527		28660.26367		1
4455		28659.30859		3
983		28645.84375		1
3526		28643.7207		1
2303		28643.31836		1
3415		28639.88086		1
1010		28637.02539		3
2234		28622.21484		1
7628		28616.44336		1
1075		28616.00977		3
4424		28603.33203		3
3463		28594.56445		1
1824		28590.28516		1
3335		28587.58984		1
3452		28579.43359		1
4441		28573.83984		3
1005		28573.71484		3
955		28569.13281		1
3397		28563.84766		1
100		28556.83594		3
109		28556.32031		3
3408		28550.90039		1
4452		28544.72266		3
2298		28537.47656		1
3346		28536.07813		1
1862		28534.19141		1
108		28533.34375		3
972		28519.72461		1
101		28517.90625		3
1823		28514.86719		1
4419		28510.6875		3
4415		28505.68945		3
1864		28504.1543		1
3525		28502.87891		1
4437		28502.79492		3
2309		28478.74805		1
1888		28477.49609		1
3446		28462.25391		1
107		28460.32227		3
110		28458.4082		3
3389		28443.65234		1
1887		28441.0332		1
6506		28433.4375		3
3409		28429.57422		1
3442		28422.90039		1
111		28420.37109		3
3482		28407.99805		1
1889		28407.12891		1
4447		28405.13086		3
1026		28402.02734		3
3407		28400.52148		1
4430		28395.28711		3
117		28383.8125		3
118		28382.74805		3
2304		28382.41992		1
102		28374.41602		3
3394		28365.71484		1
4408		28364.52148		3
99		28362.22852		3
4516		28361.07031		3
4423		28352.50781		3
4514		28349.06641		3
116		28347.46875		3
2646		28346.34961		1
2696		28330.49414		1
1068		28320.375		3
4449		28306.89258		3
1011		28304.84375		3
1079		28294.27148		3
3521		28281.51367		1
6507		28277.42969		3
3405		28268.44922		1
1004		28264.31445		3
984		28249.55273		1
3450		28245.40234		1
5755		28244.80664		4
1886		28235.5918		1
3386		28235.22852		1
4433		28232.65625		3
106		28229.06445		3
115		28212.80859		3
2263		28204.79883		1
3524		28192.79688		1
2695		28189.02148		1
4428		28187.19727		3
4512		28183.79297		3
3334		28179.3457		1
2299		28174.87305		1
3404		28170.8125		1
1018		28169.33203		3
924		28167.01367		1
2230		28161.15234		1
6508		28153.52148		3
5756		28148.96875		4
3396		28137.49414		1
2231		28135.86914		1
982		28130.52344		1
7630		28125.27148		1
3456		28117.79102		1
3333		28116.72852		1
2305		28107.64453		1
3439		28106.15039		1
4418		28098.64453		3
4454		28097.98828		3
1827		28092.64258		1
125		28089.80664		3
1849		28087.99023		1
4414		28087.69922		3
2278		28081.59766		1
4427		28075.35352		3
6502		28075.33398		3
103		28068.77344		3
994		28067.94922		1
3347		28064.26758		1
2694		28063.77734		1
126		28055.71484		3
4446		28036.63867		3
2261		28032.04102		1
1892		28031.375		1
3388		28026.41797		1
2693		28013.81836		1
4334		28010.5918		3
98		28008.95703		3
3443		28006.91797		1
2274		27996.65234		1
1893		27996.55859		1
3406		27994.55664		1
1853		27988.16016		1
4509		27988.10156		3
3343		27984.10547		1
114		27982.57031		3
3480		27977.84375		1
3523		27976.45508		1
2648		27966.78711		1
2294		27962.29102		1
3332		27958.48047		1
1866		27958.46094		1
3395		27957.8457		1
1829		27953.53125		1
2656		27950.9375		1
1830		27950.91797		1
1891		27949.91992		1
4330		27944.98242		3
4422		27939.98242		3
3481		27934.91992		1
3520		27934.91797		1
4407		27932.9082		3
124		27924.52148		3
4451		27923.80273		3
119		27900.97656		3
