        5559   1.650754       483009.6               4
        5753   1.441358       553179.7               4
         971   1.680475       474467.1               1
        3557   1.664764       478944.7               1
        2670   1.654026       482054.2               1
         967   1.641758       485656.2               1
        1289   1.610525       495074.6               1
        3545   1.586832       502466.5               1
        3561   1.585665       502836.3               1
         970   1.585096       503016.9               1
        3577   1.579461       504811.3               1
        3556   1.569384       508052.9               1
        2669   1.565286       509383.1               1
        3581   1.556610       512222.0               1
        2674   1.548233       514993.5               1
         966   1.547156       515352.1               1
        2673   1.544621       516197.7               1
        3549   1.543039       516727.0               1
        2665   1.539208       518013.1               1
        3573   1.517174       525536.4               1
         969   1.514493       526466.6               1
        2666   1.512226       527255.8               1
        3555   1.512142       527285.1               1
        3560   1.510109       527994.9               1
        2675   1.498716       532008.9               1
        3438   1.495803       533044.8               1
        3554   1.492820       534109.8               1
         968   1.489722       535220.6               1
        3565   1.478678       539218.2               1
        3544   1.477323       539712.8               1
        3470   1.473578       541084.5               1
        2677   1.469648       542531.2               1
        2667   1.466994       543512.9               1
        3576   1.466554       543675.9               1
        3583   1.466179       543814.8               1
        2662   1.463491       544813.7               1
        3437   1.463271       544895.8               1
        2678   1.462812       545066.6               1
        3559   1.458430       546704.4               1
        2661   1.458173       546800.8               1
        3580   1.456562       547405.4               1
        2679   1.453500       548558.6               1
        3553   1.452530       548924.9               1
        2671   1.451903       549162.1               1
        3558   1.446419       551243.9               1
        3548   1.437380       554710.7               1
        2248   1.433496       556213.5               1
         979   1.431832       556859.9               1
        2244   1.430664       557314.5               1
        3582   1.430607       557336.7               1
        1288   1.419678       561627.5               1
        1809   1.416086       563051.8               1
        2245   1.415350       563344.8               1
        3543   1.414751       563583.1               1
        2249   1.413243       564184.6               1
        3564   1.409000       565883.6               1
        3542   1.406099       567051.2               1
        3572   1.405014       567489.2               1
        3575   1.400817       569189.2               1
        3569   1.400808       569193.0               1
        2240   1.400447       569339.5               1
        3471   1.397709       570454.8               1
        2241   1.394908       571600.2               1
        1810   1.387191       574780.4               1
        3574   1.385993       575277.2               1
        3436   1.381555       577124.9               1
        3547   1.378293       578491.0               1
        2663   1.377457       578841.9               1
        3546   1.375807       579536.4               1
        2658   1.374456       580105.9               1
        3435   1.372597       580891.7               1
        2681   1.371127       581514.3               1
        2682   1.370290       581869.7               1
        1813   1.369720       582111.6               1
        3579   1.369274       582301.1               1
        2657   1.365874       583750.6               1
        2683   1.364837       584194.3               1
        3563   1.361827       585485.7               1
        3562   1.361788       585502.2               1
        3541   1.353716       588993.3               1
        3552   1.353460       589105.0               1
        3467   1.353146       589241.7               1
        2237   1.351577       589925.6               1
        2236   1.343447       593495.6               1
        2680   1.342471       593927.2               1
        3434   1.340316       594881.9               1
        1814   1.337377       596189.4               1
        2676   1.337286       596230.1               1
        3571   1.334492       597478.2               1
        3537   1.327925       600433.1               1
         978   1.325506       601528.6               1
        3426   1.325221       601658.0               1
        3578   1.321948       603147.7               1
        3570   1.312557       607463.3               1
        3459   1.302508       612149.9               1
        2684   1.300582       613056.4               1
        3550   1.299805       613423.0               1
        3551   1.297898       614323.9               1
        3425   1.297843       614350.0               1
        1287   1.295434       615492.4               1
        1817   1.294977       615709.8               1
        3568   1.294357       616004.9               1
        2233   1.293705       616315.2               1
        3432   1.287656       619210.6               1
        3468   1.281852       622013.9               1
        2659   1.280542       622650.3               1
        2654   1.276736       624506.4               1
         987   1.276720       624514.4               1
        2672   1.276205       624766.6               1
        3540   1.276171       624782.9               1
        2280   1.272962       626358.2               1
        2232   1.272613       626530.1               1
        3464   1.269502       628065.3               1
        3472   1.267368       629122.6               1
        3402   1.263435       631080.9               1
        3433   1.262626       631485.5               1
        1818   1.262101       631748.1               1
        3431   1.260114       632744.1               1
        2276   1.259808       632898.2               1
        1851   1.258141       633736.5               1
        2281   1.256291       634669.8               1
        2687   1.254761       635443.6               1
        2277   1.254076       635790.6               1
        2685   1.249786       637973.3               1
        5560  0.6950620       1147135.               4
        3538   1.245847       639990.2               1
        3429   1.245672       640080.4               1
        2686   1.244318       640776.9               1
         975   1.240788       642599.7               1
        3539   1.235514       645342.9               1
        2229   1.235204       645504.6               1
        3536   1.234152       646055.0               1
        3423   1.233362       646468.8               1
        1852   1.233135       646587.6               1
        2668   1.233091       646610.8               1
        2653   1.231868       647252.7               1
        2228   1.229505       648496.6               1
        1808   1.229440       648531.2               1
        2688   1.228639       648953.8               1
        3424   1.227430       649593.2               1
         977   1.227425       649595.6               1
        3460   1.227390       649614.1               1
        2273   1.224633       651076.8               1
        3428   1.224145       651336.2               1
        3567   1.223632       651609.3               1
        1812   1.222715       652098.1               1
         956   1.219967       653566.6               1
        1855   1.218783       654201.7               1
        2272   1.218104       654566.3               1
        1069  0.6749825       1181260.               3
        3457   1.215564       655934.2               1
        2247   1.215134       656166.6               1
        1073  0.6730468       1184658.               3
        2224   1.209616       659159.4               1
        1074  0.6672265       1194992.               3
        3422   1.205131       661612.5               1
        2655   1.202983       662794.1               1
        3465   1.201527       663597.1               1
        1070  0.6645283       1199844.               3
        7629   1.199692       664612.5               1
        3533   1.198309       665379.1               1
        3414   1.196760       666240.5               1
        1821   1.196266       666515.8               1
        4521  0.6569582       1213669.               3
        1816   1.190199       669913.4               1
        3430   1.189998       670026.1               1
        3566   1.187704       671320.6               1
        3534   1.187546       671409.6               1
        1856   1.185068       672813.6               1
        1078  0.6525116       1221940.               3
        3535   1.182623       674204.9               1
        2279   1.180409       675469.4               1
        1077  0.6494625       1227677.               3
        2651   1.177214       677302.4               1
        2243   1.175437       678326.3               1
        3529   1.174211       679034.9               1
        3448   1.174168       679059.6               1
        1850   1.173321       679549.7               1
         976   1.173168       679638.6               1
        3413   1.172855       679820.0               1
        4524  0.6447905       1236572.               3
        2225   1.170680       681083.1               1
        1822   1.167311       683048.4               1
        2269   1.166666       683425.9               1
        3420   1.165851       683904.0               1
        3469   1.165101       684344.1               1
        2275   1.164727       684563.6               1
        4526  0.6395862       1246634.               3
        2647   1.160178       687247.8               1
        1072  0.6359872       1253689.               3
        3427   1.158093       688485.0               1
        1029  0.6351244       1255392.               3
        1859   1.157741       688694.6               1
         986   1.157512       688830.8               1
        1021  0.6335521       1258507.               3
        1022  0.6333291       1258950.               3
        3462   1.151300       692547.6               1
        3401   1.150968       692747.5               1
        2650   1.148806       694050.8               1
        2664   1.148748       694086.2               1
        3458   1.148660       694139.1               1
        2268   1.147471       694858.4               1
         974   1.145479       696066.9               1
        1854   1.145290       696181.9               1
        3419   1.143163       697476.9               1
        3454   1.143006       697573.1               1
        1030  0.6249236       1275884.               3
        4518  0.6246964       1276348.               3
        1023  0.6239825       1277808.               3
        1015  0.6226209       1280603.               3
        1014  0.6225271       1280796.               3
        2250   1.139164       699925.6               1
        3421   1.136580       701516.9               1
        4520  0.6205670       1284841.               3
        1028  0.6190179       1288056.               3
        1811   1.132791       703863.6               1
        2246   1.132707       703915.3               1
        3532   1.131882       704428.6               1
        4444  0.6170559       1292152.               3
        2692   1.129807       705722.4               1
        1017  0.6161270       1294100.               3
        3417   1.129630       705832.7               1
        4523  0.6159366       1294500.               3
        4440  0.6151890       1296073.               3
        1820   1.127977       706867.3               1
        1020  0.6148899       1296704.               3
        1076  0.6139313       1298728.               3
        2691   1.125617       708349.6               1
        2271   1.124706       708923.1               1
        3398   1.123545       709655.5               1
        4439  0.6119572       1302918.               3
        4443  0.6107244       1305548.               3
        1013  0.6098576       1307404.               3
        2239   1.118311       712977.0               1
        1016  0.6076459       1312162.               3
        2310   1.116275       714277.2               1
        1081  0.6062261       1315235.               3
        1860   1.114172       715625.6               1
        2242   1.113791       715870.2               1
        2306   1.113699       715929.7               1
        3390   1.113008       716373.8               1
        1815   1.112975       716395.6               1
        3416   1.108749       719125.9               1
        3412   1.107890       719683.4               1
        2311   1.106356       720681.4               1
        2689   1.106146       720817.8               1
        2690   1.105854       721008.6               1
        3461   1.105622       721159.6               1
        3451   1.105404       721302.1               1
        4436  0.5996200       1329726.               3
        3411   1.104776       721711.8               1
